cont,sd,median,Q25,Q75,IQR,skew,kurt,sp.ent,sfm,mode,centroid,meanfun,minfun,maxfun,meandom,mindom,maxdom,dfrange,modindx,label
400,0.6206708895,0.6108102439,0.4239722127,0.8140466253,0.4672288808,0.03304009942,0.002283966359,0.9514902373,0.914343769,0.7757092214,0.5713969933,0.3218787988,0.06903133772,0.9815257701,0.2300709804,0.040860214,0.1987133667,0.1981402003,0.2114086103,1
401,0.4394126902,0.7624161341,0.5491039609,0.8763371555,0.3975393982,0.02787493468,0.001396956826,0.8006153077,0.5442911596,0.8554476821,0.7138395591,0.3119391729,0.05919218991,0.9292854426,0.322895608,0.2989247304,0.2233738385,0.217453505,0.2676182068,1
402,0.4321445139,0.6859643916,0.5477561645,0.8525839496,0.3759016116,0.03194196575,0.00184686176,0.7903736436,0.5750547252,0.5204200714,0.6783839384,0.3320851831,0.1540199008,0.6262915295,0.1737595118,0.006451611809,0.1493924232,0.1494992847,0.1693469787,1
403,0.443836155,0.7844084654,0.5361746937,0.8690080987,0.4038740514,0.03375870915,0.001688155607,0.7485463563,0.516264134,0.4909090893,0.7134460909,0.3550430519,0.05236549467,0.7710050395,0.2548790869,0.2817204293,0.2062187277,0.2006437768,0.1926158371,1
404,0.4633998832,0.811594177,0.5426567785,0.9114791717,0.4383285857,0.03346190722,0.001489987781,0.7524116936,0.5270264493,0.8405063286,0.7394370532,0.3498077986,0.09995503392,0.6103444848,0.1701295835,0.2645161282,0.1876340243,0.1824034335,0.08832607095,1
405,0.4554140411,0.8458585364,0.5265123815,0.8913013165,0.4355436527,0.07258273443,0.007218451833,0.6378890916,0.4322868597,0.8860898143,0.733127144,0.3148415181,0.146687561,0.2332183509,0.2466210549,0.2645161282,0.2480343102,0.2428469242,0.2038966996,1
406,0.4432275594,0.8403915775,0.5273124926,0.8830792994,0.426736869,0.05541654887,0.004123993166,0.6535123051,0.4853609955,0.8145580571,0.7283767236,0.3873701374,0.1624675663,0.9549628925,0.2674906201,0.006451611809,0.2062187277,0.2063662375,0.1236725365,1
407,0.4785323765,0.7722527849,0.5515972295,0.8431320167,0.3627400081,0.04262333415,0.002594709484,0.7515241052,0.5763854397,0.8228021964,0.6944063663,0.3639829581,0.06501993228,0.7316807174,0.2704038843,0.3161290315,0.1736954968,0.1673819742,0.3310950537,1
408,0.415583778,0.79171632,0.5424676625,0.8724261941,0.4006461844,0.05225022648,0.004896064883,0.7261829306,0.4620998925,0.871645275,0.7293029496,0.29920349,0.08402176043,0.3611718627,0.257012081,0.3505376337,0.3170121515,0.3100858369,0.1616612268,1
409,0.606318037,0.7236000529,0.457008924,0.8385145708,0.4566109152,0.04901865163,0.003395728895,0.8882181263,0.8255868076,0.7890685143,0.6040698277,0.3053310104,0.04600093537,0.676790515,0.3686456263,0.040860214,0.2673338099,0.2668097282,0.286268387,1
410,0.3856374685,0.779434158,0.527133473,0.8091314132,0.3551980126,0.04038519468,0.002353493578,0.7219134567,0.4488467064,0.7953488357,0.7023833529,0.2905707332,0.05933799567,0.240662917,0.1645552859,0.2645161282,0.2162258756,0.2110157368,0.1128320015,1
411,0.3979992262,0.7871594673,0.5183023017,0.7971962976,0.3528040081,0.060158411,0.005277064452,0.7130824717,0.4704469679,0.8087378643,0.6927682226,0.2935438804,0.15251009,0.3514104613,0.160418703,0.006451611809,0.1240171551,0.1241058655,0.1950680535,1
412,0.4003590135,0.7488022833,0.5641990664,0.8263937385,0.3334019376,0.02545141416,0.001288560705,0.7975304972,0.5314016551,0.8200992571,0.6963547144,0.2744417154,0.117058145,0.7710050395,0.4467406353,0.2473118271,0.2944960686,0.2896995708,0.3465390723,1
413,0.4861639002,0.8518304706,0.5274447613,0.8709942032,0.4148775219,0.05072631768,0.003459904029,0.6312535165,0.5049143732,0.8316062179,0.7309203577,0.2955262055,0.06358431353,0.9292854426,0.09057603177,0.2989247304,0.02251608292,0.01645207439,0.3782355222,1
414,0.4002451966,0.788949382,0.5183939704,0.8304922733,0.3850037828,0.04564366743,0.002827543114,0.7204117219,0.467368819,0.8314393929,0.7059694622,0.2666451871,0.03228391344,0.9549628925,0.1957092518,0.2645161282,0.1865618299,0.1813304721,0.1264734197,1
415,0.5042319934,0.6603747204,0.5153536599,0.8231856741,0.3810780289,0.03577203485,0.002088254903,0.8340991342,0.6961824166,0.7837181036,0.6449069358,0.2693842609,0.05832543027,0.3232976221,0.2643816029,0.006451611809,0.2741243746,0.2743204578,0.2005989933,1
416,0.4329492708,0.8037830375,0.5472110002,0.862698341,0.3862787995,0.02780738885,0.00117055461,0.787439791,0.5492952458,0.8387445893,0.726602511,0.2996005713,0.03998162964,0.7128612222,0.3130434782,0.3161290315,0.3012866333,0.2950643777,0.2289690884,1
417,0.4370188919,0.7949748466,0.5420834172,0.8439019178,0.3733788852,0.04425058277,0.002959664581,0.7537598815,0.550734549,0.7900355857,0.7116925006,0.2800656687,0.04555246855,0.676790515,0.2259219098,0.402150537,0.2516082916,0.2435622318,0.1350864861,1
418,0.4407895862,0.8057595936,0.5325784063,0.85584862,0.3948494382,0.03768856876,0.002339237715,0.7497704615,0.5485465777,0.8490284,0.7153063347,0.3003159953,0.1608308323,0.8127493209,0.1955418231,0.2645161282,0.1629735525,0.1577253219,0.1768238155,1
419,0.4302478057,0.8111520949,0.5308925732,0.876676462,0.4168040582,0.03432192557,0.001744379124,0.7184817285,0.4471002906,0.77919075,0.7332629296,0.3281451606,0.08490405739,0.7316807174,0.1779960273,0.2645161282,0.2201572552,0.2149499285,0.1241444972,1
420,0.6129517587,0.7738701481,0.4925382928,0.8807578142,0.46064214,0.048566384,0.002704173798,0.7895943948,0.7326030873,0.8672897179,0.6474001024,0.3350562488,0.05211008886,0.5649256788,0.2956773968,0.2645161282,0.2262330236,0.2210300429,0.2827508547,1
421,0.4256227827,0.8455433715,0.5493494588,0.9044141665,0.4245171457,0.04536495044,0.00290973956,0.693922519,0.3929702625,0.9404888429,0.7551805338,0.3186721822,0.1226838972,0.8345998441,0.3110877204,0.2645161282,0.2587562545,0.2535765379,0.2441558273,1
422,0.5730079469,0.7241639092,0.5295826777,0.8861547827,0.4273594405,0.03369376538,0.001559906222,0.838693364,0.7417097989,0.5216763,0.662521257,0.2500823442,0.03187178098,0.3232976221,0.1039854104,0.006451611809,0.02823445318,0.0282546495,0.329603367,1
423,0.4232596108,0.8245030646,0.5408072181,0.862698341,0.3929372286,0.0448577829,0.003228725082,0.6685006897,0.4316849128,0.776094275,0.7331066539,0.3004299399,0.1765353743,0.3611718627,0.1981350694,0.2817204293,0.1965689778,0.1909871245,0.1697839117,1
424,0.443225217,0.8912494012,0.5382362255,0.919775754,0.450972104,0.04939538819,0.002782292228,0.5288243624,0.3062872772,0.8913043464,0.7821031623,0.3547074851,0.04315867272,0.7316807174,0.135791818,0.3161290315,0.03609721229,0.02968526466,0.334681318,1
425,0.4174918059,0.8299694201,0.5590742391,0.8620619102,0.3733265306,0.06149621459,0.005873080701,0.6328439974,0.3993440417,0.7795389036,0.7416962904,0.3458038834,0.1619191749,0.676790515,0.3201802787,0.2645161282,0.3037884203,0.2986409156,0.2339159129,1
426,0.4339710332,0.7964166653,0.5206421093,0.852401161,0.403916552,0.03519495647,0.001778851451,0.7565746196,0.5268894606,0.7509920643,0.7159943528,0.2596201489,0.04423177136,0.8804154546,0.1521896774,0.2473118271,0.1293781272,0.1244635193,0.1576378375,1
427,0.4201402115,0.8048892516,0.5388032417,0.8559433958,0.3884690025,0.04414012099,0.003492438098,0.6987556967,0.4400104798,0.8189233286,0.7293572374,0.284225891,0.2170431213,0.2047347892,0.3173432694,0.4537634403,0.2122944961,0.2031473534,0.2400448701,1
428,0.4674535307,0.7649022729,0.4978675041,0.8346930668,0.4104209886,0.07893196689,0.00933646145,0.7528759299,0.6744505247,0.8405797107,0.6750228334,0.287845621,0.1013386729,0.7316807174,0.2247375226,0.2817204293,0.1947819871,0.1891988555,0.1949488996,1
429,0.3965944486,0.8082666794,0.5065456799,0.8079142771,0.375423919,0.07076997085,0.006629596509,0.6502657741,0.4306233857,0.7799227786,0.6967056912,0.3247672373,0.06632676478,0.9549628925,0.2953936375,0.2645161282,0.2473195139,0.2421316166,0.2467894751,1
430,0.4249982239,0.796496961,0.507746413,0.8732705433,0.4375670764,0.0587686736,0.004588013295,0.6369877285,0.4563973331,0.882978725,0.7095198661,0.2962630223,0.0977929751,0.3232976221,0.2976418859,0.3161290315,0.2265904217,0.2203147353,0.2465137907,1
431,0.460566894,0.7584807322,0.519584162,0.8718227492,0.4238543331,0.03997284905,0.003074287042,0.8013351513,0.6190441217,0.900560225,0.6928654126,0.250259039,0.07168332364,0.4472496769,0.1887349138,0.2989247304,0.1522516083,0.1462804006,0.1666633123,1
432,0.4346003284,0.8352667166,0.5293245704,0.8637862319,0.4059316658,0.07541611124,0.008211061223,0.5644315286,0.4042474902,0.8620689643,0.7214314738,0.3792690247,0.5023372769,0.5796770831,0.1353102866,0.2989247304,0.03538241601,0.02932761087,0.4787149949,1
433,0.6259392929,0.7301015736,0.4565094423,0.8221298885,0.4412381089,0.05904714982,0.004770969666,0.8509397095,0.7721158053,0.8285472964,0.5999834218,0.2982322427,0.03388846121,0.6945718509,0.4209385846,0.09247311728,0.3016440315,0.3000715308,0.2220324243,1
434,0.4283051889,0.8431535685,0.5562869128,0.8745031962,0.3882919863,0.03987936887,0.002371868777,0.6991906702,0.4408668856,0.7960526321,0.7567569805,0.3010883972,0.07715971381,0.2718458249,0.22048113,0.2817204293,0.2122944961,0.2067238913,0.1253141597,1
435,0.6448946216,0.4081811353,0.2430891275,0.7444430149,0.5877933737,0.005329028268,0.0001537054705,0.945043295,0.8949971539,0.7679465786,0.4254297791,0.2781998694,0.04510815497,0.1979208293,0.2208121829,0.1440860206,0.2330235883,0.2303290415,0.1662089754,1
436,0.5423763418,0.7334216227,0.5392837405,0.8818754027,0.4131218799,0.03557538543,0.001901221058,0.8529693964,0.7446683598,0.8705752214,0.6788168097,0.3586640891,0.1420848628,0.8571440339,0.2335908188,0.006451611809,0.2659042173,0.2660944206,0.1129833421,1
437,0.4235681651,0.8168236134,0.5495493308,0.8734274863,0.3942541148,0.03647666855,0.001940310304,0.7492960052,0.4743708261,0.8309716607,0.735210966,0.3291248716,0.1510224246,0.7316807174,0.2995659532,0.2817204293,0.3059328091,0.3004291845,0.1780185151,1
438,0.4354235664,0.8099910875,0.5402161567,0.8821386215,0.412407693,0.04937520534,0.004009479126,0.7228807752,0.4980482246,0.9270166464,0.7348891778,0.3225420838,0.1823025783,0.2968224271,0.1188006433,0.3333333326,0.03002144389,0.02324749642,0.4116868471,1
439,0.4277870174,0.7647767104,0.5371947643,0.8008105773,0.3366659308,0.05721102777,0.005281760423,0.7694372894,0.6099340928,0.8067846607,0.6788871486,0.3218683907,0.1294827086,0.4591224781,0.2100042841,0.3333333326,0.2330235883,0.2263948498,0.1701139005,1
440,0.5830644834,0.7862276388,0.5174453757,0.9044261349,0.4577014852,0.04422939933,0.003051935093,0.8376134198,0.7486225805,0.9659969071,0.6948787917,0.3453812846,0.03244992953,0.6945718509,0.2991245493,0.402150537,0.2040743388,0.1959942775,0.2134469971,1
441,0.5226483272,0.7564786216,0.5399264128,0.9027376101,0.4326887352,0.04778551379,0.003532584795,0.7639073504,0.6162576772,0.5056657214,0.6939158875,0.2951748702,0.04423177136,0.5796770831,0.2966232619,0.006451611809,0.3195139385,0.3197424893,0.1869530865,1
442,0.3959592201,0.793050854,0.5244856994,0.8030354908,0.3520383963,0.0561179271,0.004480433099,0.6530497249,0.4331818173,0.8044354821,0.7006823362,0.3219911725,0.1704537804,0.4472496769,0.130791301,0.4365591392,0.05146533238,0.04256080114,0.3462442078,1
443,0.5410755886,0.7523402106,0.5371895239,0.9369468044,0.4687153105,0.0773186686,0.007876927476,0.7105598815,0.6157210257,0.937304075,0.7047926842,0.3418848801,0.04190268258,0.3711387678,0.09752424489,0.2817204293,0.03037884203,0.02467811159,0.3477953341,1
444,0.4252799904,0.7933775554,0.5343479928,0.8272875318,0.3653069518,0.05025961152,0.003589502636,0.7218556007,0.5525263784,0.8172413786,0.6977867195,0.2995193338,0.2726102182,0.2968224271,0.1827411167,0.3505376337,0.1197283774,0.1126609442,0.2499167156,1
445,0.445590752,0.7966605855,0.5233755666,0.8672413041,0.4154684442,0.04249822401,0.00302384392,0.7547738702,0.5049628051,0.8480154893,0.7089867683,0.3277603822,0.09314869312,0.7316807174,0.2311694044,0.006451611809,0.2158684775,0.2160228898,0.1667855208,1
446,0.5626011886,0.7777632243,0.5083596055,0.8548111405,0.4190249932,0.04446693814,0.002891234536,0.8294069286,0.7016527662,0.7491289214,0.6576066889,0.3051995947,0.03228391344,0.3232976221,0.3311381806,0.05806451509,0.3052180129,0.3043633763,0.2309859205,1
447,0.4603930729,0.7553466092,0.4833001705,0.7680519447,0.3609297141,0.0717592293,0.007136458344,0.7555495479,0.646616986,0.7796610179,0.6434197315,0.2870211296,0.1555523614,0.2718458249,0.3365798893,0.3333333326,0.2344531808,0.2278254649,0.1682191267,1
448,0.4050287377,0.7833635459,0.5719703643,0.8672888654,0.3649874339,0.03103460188,0.00160415852,0.717286434,0.4280350257,0.4966292143,0.733931317,0.3142584435,0.05539693271,0.2800127757,0.143235489,0.4881720424,0.03609721229,0.02610872675,0.3940181882,1
449,0.4330964796,0.6889341269,0.5336876367,0.7717178244,0.3120943013,0.0216775158,0.0008446308121,0.8278543568,0.6800558903,0.7347417857,0.6504183766,0.2961990308,0.03114020984,0.3611718627,0.1218274112,0.3333333326,0.03002144389,0.02324749642,0.8373990978,1
450,0.4093649257,0.7594450762,0.536552003,0.8103192463,0.3465570867,0.02033470416,0.0004830987267,0.7454318267,0.5160242609,0.7692307679,0.6870262004,0.3376688938,0.2480403508,0.2883367873,0.1915012817,0.3161290315,0.1629735525,0.1566523605,0.2277291559,1
451,0.4881928858,0.809170356,0.5110989952,0.8565817352,0.4178940433,0.04167063696,0.002445529582,0.7245375239,0.5476400205,0.8309037893,0.693446796,0.3368929714,0.1298761232,0.5365155572,0.4677949565,0.402150537,0.2401715511,0.2321173104,0.2797467505,1
452,0.6066412957,0.6032292742,0.4751922158,0.830930134,0.4303481288,0.02714575001,0.001324162055,0.9109350035,0.84457218,0.8740849179,0.5934211661,0.389132422,0.2307300413,0.9292854426,0.2587090105,0.07526881619,0.1486776269,0.1473533619,0.3232344235,1
453,0.7536051515,0.1901207566,0.01932561166,0.4552071251,0.5399133419,0.2749332753,0.08541453768,0.4275042387,0.4933397556,0.003574621429,0.2194379142,0.2301659916,0.03380245789,0.7316807174,0.04220388586,0.006451611809,0.06790564689,0.06795422031,0.1196718644,1
454,0.434259538,0.01044134625,0.02165696987,0,0.09596582149,0.128711426,0.01978184066,0.32381704,0.3044503122,0.002599653571,0,0.2496066508,0.03228391344,0.8127493209,0.08417016123,0.006451611809,0.1479628306,0.1480686695,0.14975653,1
455,0.5228395045,0.5692834604,0.3561929464,0.6719612637,0.3998891182,0.05570512681,0.004982677991,0.8799947744,0.7864495805,0.3070115714,0.5054298156,0.2135357409,0.0867038843,0.8345998441,0.1742832529,0.0236559129,0.1604717655,0.1602288984,0.2441124939,1
456,0.4778372986,0.4407773503,0.3515090013,0.5904982396,0.3257450967,0.04133018556,0.002903779984,0.9262278354,0.8586234537,0.3677325571,0.441951526,0.3310893685,0.03627889638,0.9815257701,0.05515626637,0.006451611809,0.09935668335,0.09942775393,0.06904874978,1
457,0.5284978058,0.457653472,0.364210681,0.6904111793,0.4094478685,0.05099417353,0.004609627937,0.9282573909,0.8872000132,0.367078825,0.4674643348,0.2881050307,0.03220115757,0.9815257701,0.05385124707,0.006451611809,0.106147248,0.106223176,0.02132336471,1
458,0.4754289095,0.7684214749,0.4590183269,0.7824230979,0.4001162675,0.06124196382,0.004451042953,0.6835238192,0.5486921972,0.7453987714,0.625200741,0.3187685073,0.05607978184,0.8345998441,0.1988964908,0.006451611809,0.2462473195,0.2464234621,0.1374174764,1
459,0.5316227256,0.4559437051,0.3398699264,0.6709581235,0.4158882282,0.03913990506,0.003634004464,0.9462123264,0.8925153655,0.3936867179,0.4585864055,0.3306732672,0.03050077151,0.9815257701,0.02440331678,0.006451611809,0.01107934239,0.01108726753,0.1233099996,1
460,0.5089957327,0.4107700752,0.3221970665,0.5896374365,0.3553876767,0.05668758202,0.006187437623,0.9321670273,0.8933892713,0.3957863071,0.4190129188,0.3021954101,0.03122085049,0.8804154546,0.01947871637,0.006451611809,0.005718370264,0.005722460658,0.1662422839,1
461,0.505864962,0.4144108317,0.3169943696,0.6447200561,0.4142240753,0.04470686948,0.00382554961,0.9219706238,0.8573868725,0.3716755321,0.4234246451,0.2778186336,0.04231757871,0.9815257701,0.03263539335,0.006451611809,0.01107934239,0.01108726753,0.1231680608,1
462,0.553060151,0.4929861315,0.4025820747,0.7512824549,0.428592125,0.06227130789,0.007715821869,0.9241753867,0.8679055965,0.3865755143,0.5235345684,0.3141849282,0.03018480672,0.9815257701,0.02777059626,0.006451611809,0.01143674053,0.01144492132,0.165271459,1
463,0.49782346,0.4001859517,0.3140957727,0.5810139021,0.3554468056,0.05310727757,0.004474086848,0.8939136691,0.8106461057,0.3654708536,0.3908715593,0.137576966,0.03097940201,0.9549628925,0.01662307405,0.006451611809,0.008934953538,0.008941344778,0.1501543209,1
464,0.5021220461,0.4434003841,0.3936520276,0.703300581,0.3913377418,0.06664922465,0.006621525526,0.8793328442,0.8162371127,0.3760997071,0.4869917851,0.08569619952,0.03050077151,0.8345998441,0.02068632289,0.006451611809,0.009649749821,0.009656652361,0.1577585079,1
465,0.469318364,0.4260188997,0.3510862926,0.5776667714,0.3137388638,0.05676938462,0.005190918674,0.9063622123,0.8490779407,0.4237611179,0.4224169497,0.4249052834,0.03050077151,0.9815257701,0.02537359113,0.006451611809,0.007505360972,0.007510729614,0.1042738337,1
466,0.3041326848,0.7002884165,0.5824859766,0.7851142424,0.274349241,0.04275871971,0.002791964434,0.6824729283,0.144690344,0.7783075107,0.6828632316,0.2933689322,0.04890180647,0.9815257701,0.2077355993,0.2989247304,0.2137240886,0.2077968526,0.03164585757,1
467,0.272170763,0.6057561123,0.5842601035,0.7115156227,0.201118344,0.05572427472,0.004476909778,0.6599719659,0.1403264885,0.5519930679,0.6340517011,0.3046002352,0.03406099793,0.9815257701,0.3682510384,0.006451611809,0.265189421,0.265379113,0.2789736617,1
468,0.3163744445,0.6380858656,0.5829879348,0.7996337452,0.2879103606,0.03888075166,0.002290333365,0.7185604559,0.1547333067,0.8605299857,0.6697574961,0.3090954751,0.03228391344,0.7915609341,0.322851183,0.2129032249,0.3098641887,0.3057939914,0.1870819114,1
469,0.3307759091,0.7010965486,0.5707618251,0.8040417804,0.3048981672,0.02695291828,0.001033825069,0.7186800963,0.1648625731,0.8218465536,0.6839048238,0.3457704514,0.05594250386,0.8345998441,0.2655043037,0.006451611809,0.2119370979,0.2120886981,0.2340912942,1
470,0.3350395865,0.7190647386,0.5681362676,0.8220923,0.3251360483,0.04288694002,0.002818552235,0.7056496078,0.1389727187,0.4879356571,0.6973677271,0.3469593775,0.05992511973,0.8345998441,0.2517152371,0.006451611809,0.2201572552,0.2203147353,0.163143088,1
471,0.316281678,0.7475495236,0.5765638102,0.800522797,0.2954522678,0.03980683286,0.002695687356,0.7257064402,0.1734311793,0.7703952893,0.699590593,0.2407950901,0.04347803935,0.7128612222,0.4710116632,0.2129032249,0.2719799857,0.2678826896,0.3075710176,1
472,0.3351206411,0.8204586316,0.59030373,0.8181689755,0.2982817127,0.05628606281,0.004319168627,0.6206302393,0.1326621283,0.8079019071,0.7269682829,0.3930371782,0.1013386729,0.9815257701,0.3697604535,0.2129032249,0.2201572552,0.2160228898,0.212908031,1
473,0.3169886123,0.7906908132,0.5774465255,0.817205944,0.3107160984,0.0533188855,0.003812703361,0.6460199291,0.1333907805,0.8041804179,0.7226462381,0.348483063,0.1746760023,0.8127493209,0.4903364124,0.3161290315,0.2755539671,0.2693133047,0.2976166323,1
474,0.3017911721,0.8133980298,0.6233853308,0.7971874959,0.2435338753,0.08609665063,0.01056436518,0.6213200721,0.142114534,0.7835820893,0.7301339689,0.2821109088,0.2738815501,0.4242955931,0.4509379826,0.2129032249,0.2709077913,0.2668097282,0.3814352389,1
475,0.3207198163,0.7160650533,0.5711739639,0.7949558238,0.2956568099,0.03430091653,0.001927159696,0.713491178,0.1504633189,0.4932975857,0.684466076,0.3040174737,0.04878242289,0.8571440339,0.2707065611,0.2129032249,0.2115796998,0.2074391989,0.222861777,1
476,0.4763087258,0.8173557175,0.5463410602,0.9156900813,0.4385821291,0.04371250433,0.002749677827,0.7275433111,0.4929791928,0.9621329214,0.7362594244,0.38425253,0.04622674875,0.8804154546,0.3332597661,0.09247311728,0.3016440315,0.3000715308,0.1633375368,1
477,0.4809942585,0.7148610648,0.5471415921,0.9116585029,0.4338393765,0.0522732524,0.003940427614,0.7513149667,0.5259899178,0.516295025,0.7081968143,0.3652551264,0.07043121397,0.7710050395,0.3664169707,0.2645161282,0.3062902073,0.3011444921,0.2023009517,1
478,0.5900776705,0.634538252,0.4545932053,0.8561546414,0.4762324983,0.03352478051,0.001565170864,0.9251335742,0.8658735281,0.8653960679,0.6190935373,0.4048445805,0.1105204056,0.9292854426,0.4210990951,0.006451611809,0.3198713367,0.3201001431,0.1823502195,1
479,0.5623369641,0.5655720585,0.431565098,0.8295089576,0.4743315987,0.04392215397,0.003680058488,0.929322377,0.8701616696,0.8591851321,0.5767209203,0.3769356717,0.1044742248,0.9044498746,0.227638175,0.2473118271,0.2105075054,0.2056509299,0.1763613799,1
480,0.5747486856,0.5602225182,0.3606895439,0.7642446909,0.4847230755,0.03141744621,0.001864385813,0.9241922844,0.8405014642,0.7825797857,0.5381729275,0.3962082921,0.03909931724,0.7710050395,0.6471683954,0.2473118271,0.2787705504,0.273962804,0.4063041204,1
481,0.4562278993,0.8326350314,0.5008023954,0.8420303224,0.4144860885,0.06468199047,0.005151402038,0.6801712088,0.5040279361,0.8240901214,0.7069385763,0.2449042005,0.05275099909,0.2482440859,0.5503142096,0.4537634403,0.2694781987,0.2603719599,0.2946513365,1
482,0.4568470304,0.8246982974,0.5579107269,0.9102526873,0.4212784568,0.05835968238,0.00437482913,0.6827364667,0.4365946251,0.8963545393,0.7453796417,0.3732037052,0.03286789814,0.9292854426,0.282056941,0.2645161282,0.2562544675,0.2510729614,0.1252009712,1
483,0.3998913219,0.8270216389,0.5615540728,0.8496711657,0.3587298169,0.05085112031,0.003318043326,0.6089190004,0.3369303281,0.7558733393,0.7550518648,0.3205089214,0.03065969057,0.3514104613,0.4272787465,0.4709677414,0.1812008578,0.1716738197,0.2533510409,1
484,0.5762759996,0.4634017417,0.4422978008,0.8047744922,0.4391811761,0.07974400975,0.009233731312,0.7964109098,0.6701487526,0.40571715,0.5257868496,0.3530709645,0.04273622665,0.8345998441,0.192187155,0.006451611809,0.2076483202,0.2077968526,0.1129910954,1
485,0.6947622487,0.4626307884,0.2454381007,0.8490380362,0.6868018581,0.07305607194,0.008753929047,0.8399411434,0.7133761036,0.4465791929,0.4673818737,0.4540402412,0.03388846121,0.9815257701,0.3723555192,0.006451611809,0.20192995,0.202074392,0.2477261549,1
486,0.7181758478,0.5222247429,0.4403203178,0.9051632931,0.53860838,0.05607490151,0.004740171861,0.8174202136,0.6589853875,0.4768069036,0.5548679882,0.4666279378,0.04645362232,0.9815257701,0.408902415,0.006451611809,0.3091493924,0.3093705293,0.2316170696,1
487,0.6622469476,0.4908140028,0.4265853592,0.8479280303,0.4973747438,0.03930467282,0.002655011138,0.861870964,0.7574515223,0.4483394821,0.5326990952,0.2935085425,0.03776059697,0.7128612222,0.2282608696,0.006451611809,0.2205146533,0.2206723891,0.223619829,1
488,0.6456278173,0.4692420833,0.4069316009,0.8031320929,0.4743606645,0.05022273244,0.004467412485,0.8454653662,0.7412317448,0.4270216964,0.4973452687,0.4278072881,0.06616179343,0.8804154546,0.2558064054,0.006451611809,0.2326661901,0.232832618,0.2639315579,1
489,0.6490331107,0.5365319926,0.4718901318,0.8778445575,0.4792856801,0.04965024647,0.003723732905,0.8275055036,0.6998754568,0.4765146357,0.5802003619,0.4312398274,0.07755557301,0.9815257701,0.2517060251,0.006451611809,0.2033595425,0.2035050072,0.1572695593,1
490,0.6382230194,0.4504087222,0.2196973075,0.622798146,0.4941271685,0.04004116675,0.002777362685,0.9341772317,0.8799024113,0.4142394821,0.4123332096,0.3421606791,0.03130165069,0.9815257701,0.2296034723,0.006451611809,0.2080057184,0.2081545064,0.2784466565,1
491,0.632903744,0.5467574746,0.4700755061,0.8555744176,0.4595717706,0.05438387094,0.004637458905,0.8446867215,0.7475285285,0.4516129036,0.5582506695,0.4171629702,0.1140515697,0.8345998441,0.1449501724,0.006451611809,0.2265904217,0.2267525036,0.1174314161,1
492,0.6284590224,0.5090239312,0.4659220561,0.8422170629,0.4509345515,0.04603208091,0.003080051779,0.8324520754,0.7090363741,0.4193548393,0.5529814883,0.3785589447,0.03162646747,0.9815257701,0.3346223598,0.006451611809,0.2408863474,0.2410586552,0.3485725308,1
493,0.6913882937,0.4650851149,0.2053436975,0.7231494929,0.6063862968,0.04359017858,0.003033202998,0.9013593461,0.8211261763,0.4348044143,0.4305491164,0.4190303238,0.04795469952,0.7915609341,0.2951971885,0.006451611809,0.2097927091,0.2099427754,0.2192567359,1
494,0.2758223054,0.7723544872,0.6240873592,0.8142102271,0.2593149538,0.04166238776,0.002555393378,0.7035216903,0.1999906543,0.5362625714,0.7397953072,0.3961358368,0.07835472296,0.9044498746,0.3096246063,0.006451611809,0.2859185132,0.2861230329,0.2038733238,1
495,0.2742393007,0.7949802692,0.6303889757,0.8128994648,0.2514913968,0.06297301001,0.006266954531,0.6585728217,0.1921957752,0.7497082857,0.7610003562,0.4379765001,0.2427316648,0.9815257701,0.1561137391,0.006451611809,0.2498213009,0.25,0.09035299877,1
496,0.2533440691,0.7631529815,0.669193227,0.8047915447,0.203279923,0.04060600446,0.003116918638,0.7035725315,0.1902586017,0.727814175,0.7567806771,0.4453066995,0.08039698649,0.9815257701,0.3760759214,0.3505376337,0.2748391708,0.2678826896,0.1393594608,1
497,0.2606128129,0.7827689643,0.6654263087,0.8199465499,0.2218960719,0.03728197326,0.002372482574,0.6913945373,0.1827923026,0.8060278214,0.7701473631,0.4223200562,0.03823408611,0.7510537314,0.2146325315,0.006451611809,0.2187276626,0.2188841202,0.09647520229,1
498,0.3375357374,0.8430746394,0.6227528884,0.9048406703,0.3486085496,0.04206694579,0.003581542243,0.6849216114,0.1883462279,0.8991262893,0.7941572943,0.4149506689,0.07502554907,0.9815257701,0.3028029133,0.3333333326,0.2694781987,0.2628755365,0.1949890294,1
499,0.6545247212,0.5064874468,0.2855505642,0.773910008,0.5722246886,0.0446807836,0.003624479659,0.9358769891,0.886060199,0.418432725,0.4786238472,0.3016601905,0.03738544218,0.9815257701,0.1323230093,0.006451611809,0.2305218013,0.2306866953,0.1249411238,1
500,0.3247318995,0.859476687,0.6624048313,0.925801306,0.3277104267,0.03283304603,0.001574995495,0.6909172044,0.1785678897,0.8515997286,0.818172146,0.3485380964,0.05512624176,0.7710050395,0.2251158684,0.006451611809,0.2698355969,0.2700286123,0.133849326,1
501,0.2710542529,0.7600603971,0.6754682368,0.8416305664,0.2324870164,0.02374075967,0.000709810823,0.6984605408,0.1858404065,0.8203753357,0.7653209654,0.4036830613,0.04284148306,0.9549628925,0.2864079199,0.3161290315,0.2794853467,0.2732474964,0.1426740906,1
